City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
São Filipe,14.8961,-24.4956,297.54,81,100,2.19,CV,1637212704
Vaini,-21.2,-175.2,299.24,89,20,3.09,TO,1637212705
Marzuq,14.4,46.4667,294.84,23,1,1.68,YE,1637212705
Boguchany,58.3814,97.4531,263.9,86,98,3.42,RU,1637212706
Dikson,73.5069,80.5464,247.06,96,71,1.5,RU,1637212706
Tateyama,34.9833,139.8667,291.49,72,94,1.7,JP,1637212706
Cherskiy,68.75,161.3,262.2,77,65,5.53,RU,1637212707
Belaya Gora,68.5333,146.4167,249.47,100,98,0.16,RU,1637212707
Camapuã,-19.5314,-54.0439,294.42,99,100,2.02,BR,1637212707
Havøysund,70.9963,24.6622,277.28,97,100,5.39,NO,1637212708
Savé,8.0425,2.486,297.92,86,60,0.91,BJ,1637212708
Isangel,-19.55,169.2667,301.21,78,75,3.09,VU,1637212708
Esperance,-33.8667,121.9,288.06,76,100,7.48,AU,1637212709
Tura,25.5198,90.2201,298.15,47,11,1.13,IN,1637212709
Hambantota,6.1241,81.1185,301.79,71,100,6.17,LK,1637212709
Provost,52.3501,-110.2683,261.83,94,23,2.71,CA,1637212710
Hong Kong,22.2855,114.1577,301.6,64,6,0.89,HK,1637212238
Casa Nova,-9.4167,-41.1333,298.14,67,97,7.54,BR,1637212710
Yar-Sale,66.8333,70.8333,251.71,96,91,6.47,RU,1637212711
Shahrud,36.4182,54.9763,274.44,45,0,1.14,IR,1637212711
Kaseda-shirakame,31.4167,130.3167,289.73,61,100,0.36,JP,1637212711
Cape Town,-33.9258,18.4232,289.88,56,20,3.09,ZA,1637212712
Puerto Ayora,-0.7393,-90.3518,292.92,85,75,3.39,EC,1637212712
Kitimat,54.0524,-128.6534,276.36,30,100,1.7,CA,1637212583
Pevek,69.7008,170.3133,262.45,72,59,7.38,RU,1637212713
Rūdsar,37.1376,50.288,285.14,72,4,2.77,IR,1637212713
Laguna,38.421,-121.4238,285.43,95,1,0.0,US,1637212713
Airai,-8.9266,125.4092,295.52,65,46,1.44,TL,1637212714
Sept-Îles,50.2001,-66.3821,273.27,66,82,2.19,CA,1637212484
Sola,-13.8833,167.55,300.97,71,24,4.34,VU,1637212714
Dingle,10.9995,122.6711,303.22,62,42,3.17,PH,1637212715
Waingapu,-9.6567,120.2641,304.16,61,55,5.6,ID,1637212715
Chengzhong,30.95,113.55,293.18,38,0,3.69,CN,1637212715
Kutum,14.2,24.6667,290.87,35,4,3.41,SD,1637212716
Sitka,57.0531,-135.33,277.09,81,90,2.06,US,1637212716
Opuwo,-18.0607,13.84,295.4,48,56,0.14,NA,1637212716
Kaitangata,-46.2817,169.8464,288.67,58,70,2.77,NZ,1637212717
Lüderitz,-26.6481,15.1594,288.43,68,0,8.1,NA,1637212717
Muros,42.7762,-9.0603,284.17,71,5,6.09,ES,1637212717
Hobart,-42.8794,147.3294,286.55,87,75,2.06,AU,1637212718
Avarua,-21.2078,-159.775,299.18,83,20,4.63,CK,1637212718
Atuona,-9.8,-139.0333,298.6,76,24,5.99,PF,1637212718
Ostrovnoy,68.0531,39.5131,275.05,97,100,7.78,RU,1637212719
Saskylakh,71.9167,114.0833,246.68,98,99,2.06,RU,1637212719
Namwala,-15.7504,26.4384,297.93,57,5,3.66,ZM,1637212719
Bathsheba,13.2167,-59.5167,299.49,78,40,8.23,BB,1637212720
Saint-Joseph,-21.3667,55.6167,301.36,68,31,5.25,RE,1637212720
Newport,51.5877,-2.9984,286.4,88,82,3.85,GB,1637212721
Saint-Philippe,-21.3585,55.7679,301.92,72,26,6.93,RE,1637212721
Coquimbo,-29.9533,-71.3436,286.0,82,75,1.03,CL,1637212587
Port Hardy,50.6996,-127.4199,279.15,81,90,1.54,CA,1637212583
Westport,41.1415,-73.3579,288.11,97,90,3.34,US,1637212548
Vestmanna,62.1564,-7.1664,281.66,100,90,10.8,FO,1637212722
Lucea,18.451,-78.1736,299.07,78,33,5.43,JM,1637212722
Tessalit,20.1986,1.0114,292.67,14,91,3.5,ML,1637212722
Uruçuí,-7.2294,-44.5561,298.29,62,94,1.26,BR,1637212723
Alofi,-19.0595,-169.9187,297.09,88,41,8.23,NU,1637212723
San Patricio,28.017,-97.5169,298.07,70,0,5.22,US,1637212723
Clyde River,70.4692,-68.5914,261.28,79,100,4.12,CA,1637212724
Bethel,41.3712,-73.414,286.47,88,1,0.0,US,1637212724
Santa Fe,-31.6333,-60.7,286.34,99,0,2.26,AR,1637212708
Celestún,20.8667,-90.4,297.73,81,47,4.73,MX,1637212724
Pundaguitan,6.3711,126.1689,301.46,71,92,0.74,PH,1637212725
Jamestown,42.097,-79.2353,290.92,63,90,7.72,US,1637212725
Matagami,49.7502,-77.6328,272.21,100,90,6.69,CA,1637212726
Barra,-11.0894,-43.1417,298.21,66,90,2.36,BR,1637212726
Nova Petrópolis,-29.3764,-51.1144,287.67,99,100,1.1,BR,1637212726
Tumut,-35.3,148.2167,298.7,46,56,3.17,AU,1637212727
Yanam,16.7333,82.2167,301.37,67,99,6.08,IN,1637212727
Hagonoy,14.8321,120.7336,305.46,57,76,1.43,PH,1637212728
Makungu,-8.7333,35.2833,293.04,56,76,2.25,TZ,1637212728
Udachny,66.4167,112.4,244.29,99,67,1.71,RU,1637212728
Poum,-20.2333,164.0167,298.83,79,57,7.38,NC,1637212729
Buala,-8.145,159.5921,301.83,74,67,1.01,SB,1637212729
Necochea,-38.5473,-58.7368,287.06,39,81,5.91,AR,1637212730
Saint Anthony,45.0205,-93.218,273.29,69,90,1.79,US,1637212583
Nantucket,41.2835,-70.0995,286.5,83,90,4.63,US,1637212700
Yellowknife,62.456,-114.3525,267.27,99,100,5.81,CA,1637212383
Brownsville,25.9018,-97.4975,299.12,89,75,0.89,US,1637212730
Labuhan,-6.8844,112.2051,303.39,62,100,1.71,ID,1637212731
Hilo,19.7297,-155.09,298.0,93,75,2.57,US,1637212731
Kruisfontein,-34.0033,24.7314,287.53,72,100,4.57,ZA,1637212731
Mahébourg,-20.4081,57.7,301.31,65,40,6.69,MU,1637212732
Nanortalik,60.1432,-45.2371,271.65,72,100,3.06,GL,1637212732
Klaksvík,62.2266,-6.589,282.66,91,100,12.98,FO,1637212732
Vila Franca do Campo,37.7167,-25.4333,289.93,72,76,3.8,PT,1637212733
Eresós,39.1667,25.9333,285.88,79,32,4.17,GR,1637212646
Katiola,8.1333,-5.1,297.28,73,54,1.52,CI,1637212733
Hornepayne,49.2138,-84.7705,272.38,94,86,3.62,CA,1637212734
Nemuro,43.3236,145.575,282.39,71,68,5.87,JP,1637212734
Kysyl-Syr,63.8986,122.7617,251.11,97,37,1.87,RU,1637212734
College Park,38.9807,-76.9369,289.6,79,40,0.89,US,1637212735
Tasiilaq,65.6145,-37.6368,271.24,67,97,2.25,GL,1637212735
Gao,16.6362,1.637,294.29,14,1,4.23,ML,1637212735
Shaowu,27.3409,117.4831,293.54,59,9,0.26,CN,1637212736
Verāval,20.9,70.3667,298.23,75,100,4.33,IN,1637212736
Hithadhoo,-0.6,73.0833,301.06,76,26,8.05,MV,1637212737
Mehamn,71.0357,27.8492,277.25,87,75,5.66,NO,1637212737
Langenburg,49.2544,9.8458,279.18,100,90,1.03,DE,1637212737
Chui,-33.6971,-53.4616,282.36,81,0,1.79,UY,1637212738
Province of Trapani,37.8333,12.6667,289.25,94,20,2.57,IT,1637212649
Scarborough,54.2797,-0.4044,285.42,86,91,2.68,GB,1637212738
Djebeniana,35.035,10.9081,284.04,55,81,2.95,TN,1637212738
Upernavik,72.7868,-56.1549,257.15,76,99,2.59,GL,1637212739
Yatou,37.15,122.3833,289.62,58,0,6.77,CN,1637212739
Fortuna,40.5982,-124.1573,282.24,69,1,0.0,US,1637212740
Bereda,43.2686,-7.5406,278.15,83,7,2.59,ES,1637212740
Khatanga,71.9667,102.5,238.33,99,48,1.51,RU,1637212740
East London,-33.0153,27.9116,289.81,82,94,11.9,ZA,1637212741
Suratgarh,29.3167,73.9,295.91,16,0,1.92,IN,1637212741
Dubbo,-32.25,148.6167,301.22,28,75,4.63,AU,1637212741
Castro,-24.7911,-50.0119,291.15,88,99,0.7,BR,1637212742
Vostok,46.4856,135.8833,274.6,92,100,1.38,RU,1637212742
Nyuksenitsa,60.4128,44.2397,273.69,98,100,3.08,RU,1637212742
Lata,40.1629,-8.3327,283.6,70,31,2.83,PT,1637212743
Fare,-16.7,-151.0167,299.63,69,100,9.33,PF,1637212743
New Norfolk,-42.7826,147.0587,286.35,77,100,0.64,AU,1637212743
Katobu,-4.9408,122.5276,298.81,86,98,1.98,ID,1637212744
Sosnovka,56.255,51.2842,266.79,94,94,1.71,RU,1637212744
Cidreira,-30.1811,-50.2056,290.65,75,100,2.91,BR,1637212744
General Roca,-39.0333,-67.5833,291.37,35,27,8.93,AR,1637212745
Flin Flon,54.7682,-101.865,264.12,94,98,3.81,CA,1637212745
Hermanus,-34.4187,19.2345,289.21,58,86,2.82,ZA,1637212745
Narsaq,60.9167,-46.05,269.27,76,100,2.22,GL,1637212746
Mahon,39.8885,4.2658,286.46,82,40,6.69,ES,1637212746
Ponta do Sol,32.6667,-17.1,292.5,63,71,2.85,PT,1637212747
Byron Bay,-28.65,153.6167,298.21,61,34,4.55,AU,1637212229
Belyy Yar,53.6039,91.3903,273.09,51,89,6.0,RU,1637212747
Multai,21.7667,78.25,299.03,55,9,4.07,IN,1637212747
Eyl,7.9803,49.8164,298.59,62,100,4.45,SO,1637212748
Hualmay,-11.0964,-77.6139,290.48,87,99,2.86,PE,1637212748
Barranca,-10.75,-77.7667,290.57,84,100,2.52,PE,1637212748
Camacha,33.0833,-16.3333,290.57,63,40,6.17,PT,1637212749
Camocim,-2.9022,-40.8411,299.84,79,39,6.35,BR,1637212749
Norton Shores,43.1689,-86.2639,281.16,61,75,8.05,US,1637212750
Tiarei,-17.5333,-149.3333,301.16,70,22,10.33,PF,1637212750
Dawei,14.0833,98.2,304.93,56,51,4.45,MM,1637212750
Paamiut,61.994,-49.6678,264.22,84,14,3.68,GL,1637212751
Tutóia,-2.7619,-42.2744,300.12,80,24,5.87,BR,1637212751
Denpasar,-8.65,115.2167,304.96,66,40,3.09,ID,1637212639
Ust-Kuyga,70.0167,135.6,249.23,100,100,0.53,RU,1637212751
Geraldton,-28.7667,114.6,297.38,53,40,6.69,AU,1637212752
Dudinka,69.4058,86.1778,255.21,96,100,4.0,RU,1637212752
Ribeira Grande,38.5167,-28.7,292.63,76,43,8.47,PT,1637212753
Saint George,37.1041,-113.5841,282.48,27,1,0.89,US,1637212753
Xiongyue,40.1774,122.1228,286.21,49,5,6.02,CN,1637212753
Tcholliré,8.4022,14.1698,295.78,47,3,0.37,CM,1637212754
Krasnovishersk,60.4078,57.082,255.48,99,98,1.08,RU,1637212754
Petropavlovsk-Kamchatskiy,53.0452,158.6483,271.48,59,0,1.0,RU,1637212754
Faanui,-16.4833,-151.75,299.6,75,100,9.63,PF,1637212755
Dubai,25.2582,55.3047,300.29,61,0,4.63,AE,1637212755
Salina,38.8403,-97.6114,274.92,59,1,2.06,US,1637212755
Rovaniemi,66.5,25.7167,274.82,100,90,4.12,FI,1637212756
Vestmannaeyjar,63.4427,-20.2734,277.0,89,100,12.09,IS,1637212756
Starokorsunskaya,45.0573,39.3161,268.11,93,0,1.0,RU,1637212756
San Cristobal,7.7669,-72.225,292.25,94,87,1.19,VE,1637212757
Natá,8.3333,-80.5167,297.85,92,63,1.39,PA,1637212757
Arraial do Cabo,-22.9661,-42.0278,295.23,94,77,11.05,BR,1637212758
Sarakhs,36.5449,61.1577,277.41,44,0,4.77,IR,1637212758
Palora,-1.7,-77.9333,292.44,97,98,1.45,EC,1637212572
Kīhei,20.785,-156.4656,299.17,92,20,6.69,US,1637212758
Codrington,-38.2667,141.9667,300.01,41,43,9.1,AU,1637212759
Goderich,43.7501,-81.7165,283.66,81,100,5.14,CA,1637212583
Iracoubo,5.4802,-53.2011,298.29,89,99,3.18,GF,1637212759
Barrow,71.2906,-156.7887,260.16,78,1,4.63,US,1637212760
Constitución,-35.3333,-72.4167,286.89,79,1,5.74,CL,1637212556
Santa Maria,-29.6842,-53.8069,286.95,89,100,3.41,BR,1637212760
Quatre Cocos,-20.2078,57.7625,301.21,69,34,8.25,MU,1637212761
Daru,-9.0763,143.2092,303.2,69,100,4.55,PG,1637212761
Uyemskiy,64.4743,40.8524,273.18,93,90,2.0,RU,1637212761
Ekimchan,53.0667,132.9667,265.55,82,100,1.6,RU,1637212762
Bhattiprolu,16.1,80.7833,300.24,86,100,5.41,IN,1637212762
Kununurra,-15.7667,128.7333,312.14,11,50,2.57,AU,1637212762
Nueva Loja,0.0847,-76.8828,294.5,95,90,1.24,EC,1637212763
Sungai Raya,0.7,108.9,303.81,62,77,2.27,ID,1637212763
Villa Carlos Paz,-31.4241,-64.4978,286.62,74,0,2.24,AR,1637212763
Manoel Urbano,-8.8389,-69.2597,295.54,92,85,1.01,BR,1637212764
Pisco,-13.7,-76.2167,290.18,77,97,0.51,PE,1637212764
Dargaville,-35.9333,173.8833,290.39,58,1,3.55,NZ,1637212764
Hailey,43.5196,-114.3153,270.07,58,1,3.09,US,1637212697
Coahuayana Viejo,18.7333,-103.6833,295.82,77,100,1.76,MX,1637212765
Grindavik,63.8424,-22.4338,275.41,87,90,5.66,IS,1637212765
Huarmey,-10.0681,-78.1522,290.61,88,91,2.85,PE,1637212766
San Quintín,30.4833,-115.95,288.96,84,61,2.44,MX,1637212766
Pringsewu,-5.3582,104.9744,305.6,55,84,0.62,ID,1637212766
Anadyr,64.75,177.4833,265.43,73,90,7.0,RU,1637212767
Camaná,-16.6228,-72.7111,290.98,80,100,2.45,PE,1637212767
Longkou,37.6508,120.3286,288.3,62,0,5.23,CN,1637212767
Frederick,39.4668,-77.3997,289.21,93,1,2.44,US,1637212768
Okhotsk,59.3833,143.3,266.75,85,99,6.0,RU,1637212768
Njombe,-9.3333,34.7667,288.75,56,17,2.26,TZ,1637212768
Nikolskoye,59.7035,30.7861,276.41,97,100,4.25,RU,1637212769
Vardø,70.3705,31.1107,276.26,97,100,7.73,NO,1637212769
Eureka,40.8021,-124.1637,282.39,89,39,1.79,US,1637212769
Zyryanovsk,49.7386,84.2719,266.94,77,100,4.66,KZ,1637212770
Saint-Leu,-21.15,55.2833,301.63,63,17,4.04,RE,1637212770
Kieta,-6.2167,155.6333,301.82,73,36,1.76,PG,1637212771
Salé,34.0389,-6.8166,284.61,100,2,1.54,MA,1637212756
Souillac,-20.5167,57.5167,301.36,65,40,6.69,MU,1637212771
Tarabha,20.7333,83.65,300.19,60,10,3.54,IN,1637212771
Santa María del Oro,25.9333,-105.3667,285.94,38,50,1.42,MX,1637212772
Mitú,1.1983,-70.1733,296.21,88,99,0.84,CO,1637212772
Henties Bay,-22.116,14.2845,289.18,91,10,3.05,NA,1637212773
Touros,-5.1989,-35.4608,296.65,77,37,6.32,BR,1637212773
Kabwe,-14.4469,28.4464,295.65,59,3,3.49,ZM,1637212773
Ubari,26.5921,12.7805,291.34,43,61,4.39,LY,1637212774
Asău,46.4333,26.4,273.57,78,94,1.46,RO,1637212774
Jiexiu,37.0244,111.9125,287.3,33,42,1.27,CN,1637212774
Aykhal,66.0,111.5,247.73,99,13,2.6,RU,1637212775
Ambilobe,-13.2,49.05,302.46,44,8,3.49,MG,1637212775
Addanki,15.8167,79.9833,296.09,94,100,4.15,IN,1637212776
Issoire,45.55,3.25,279.74,97,98,1.86,FR,1637212776
Kiknur,57.3034,47.2011,272.41,98,100,2.69,RU,1637212776
Billings Metropolitan Area,45.7833,-108.5007,271.13,39,1,3.6,US,1637212777
Vao,-22.6667,167.4833,297.25,81,18,7.81,NC,1637212777
Ivybridge,50.3904,-3.9191,284.31,88,100,2.95,GB,1637212777
Savannah Bight,16.45,-85.85,298.15,78,91,8.09,HN,1637212778
Noumea,-22.2763,166.4572,301.48,99,35,7.6,NC,1637212629
Tsimmerbude,54.675,20.1347,279.8,83,79,9.4,RU,1637212778
Cayenne,4.9333,-52.3333,297.64,87,75,4.12,GF,1637212779
Mount Isa,-20.7333,139.5,309.02,14,5,2.57,AU,1637212779
Dinghaicun,26.2847,119.7936,291.66,78,97,4.72,CN,1637212779
The Valley,18.217,-63.0578,300.43,77,6,11.06,AI,1637212780
Menemen,38.6075,27.0694,286.05,87,5,2.06,TR,1637212780
Aksu,41.1231,80.2644,278.74,32,80,1.43,CN,1637212780
Bilibino,68.0546,166.4372,252.39,100,68,1.81,RU,1637212781
Tommot,58.9564,126.2925,259.73,90,100,0.74,RU,1637212781
Nioro,13.35,-15.75,296.91,65,93,1.84,GM,1637212782
Tuatapere,-46.1333,167.6833,289.65,51,44,4.45,NZ,1637212782
Saldanha,-33.0117,17.9442,289.1,59,0,9.81,ZA,1637212782
Srednekolymsk,67.45,153.6833,247.94,100,71,2.19,RU,1637212783
Rocha,-34.4833,-54.3333,279.68,78,0,1.89,UY,1637212783
Bengkulu,-3.8004,102.2655,301.04,77,88,2.96,ID,1637212783
Lar,26.2039,83.9717,298.31,34,69,2.11,IN,1637212784
Altay,47.8667,88.1167,268.47,51,100,4.26,CN,1637212784
Khorixas,-20.3667,14.9667,294.88,38,91,1.2,NA,1637212784
Umm Kaddadah,13.6017,26.6876,295.76,32,72,6.73,SD,1637212785
Leningradskiy,69.3833,178.4167,254.14,86,11,4.04,RU,1637212785
Ürümqi,43.801,87.6005,270.68,93,90,2.0,CN,1637212084
Vila Velha,-20.3297,-40.2925,296.12,92,0,1.34,BR,1637212785
Ilulissat,69.2167,-51.1,248.14,76,0,3.05,GL,1637212786
Katsuura,35.1333,140.3,291.54,78,99,1.63,JP,1637212786
Rosarito,32.3333,-117.0333,288.48,81,90,0.89,MX,1637212787
Jackson,42.4165,-122.8345,278.73,78,1,0.0,US,1637212508
Sidi Ali,36.0998,0.4206,285.73,81,97,4.74,DZ,1637212787
Novobirilyussy,56.9514,90.6661,268.51,93,100,3.02,RU,1637212788
Darhan,49.4867,105.9228,270.54,49,6,2.42,MN,1637212788
Saint Paul Harbor,57.79,-152.4072,264.88,62,75,4.63,US,1637212788
Broome,42.2506,-75.833,284.77,72,1,0.45,US,1637212789
Kavaratti,10.5669,72.642,299.98,81,80,4.67,IN,1637212789
Rūdbār,30.15,62.6,280.77,37,2,5.11,AF,1637212789
Nhulunbuy,-12.2333,136.7667,307.49,52,40,5.66,AU,1637212790
Namatanai,-3.6667,152.4333,302.36,60,27,3.25,PG,1637212790
Doka,13.5167,35.7667,298.69,53,9,4.86,SD,1637212790
San Juan de la Maguana,18.8059,-71.2299,292.4,70,0,1.6,DO,1637212791
Portland,45.5234,-122.6762,282.53,56,40,0.45,US,1637212202
Taoudenni,22.6783,-3.9836,295.29,17,99,2.64,ML,1637212791
Port Hawkesbury,45.6169,-61.3485,277.36,98,90,0.89,CA,1637212792
Colac,-38.3333,143.5833,301.01,37,75,9.33,AU,1637212792
Talnakh,69.4865,88.3972,253.7,87,100,2.53,RU,1637212792
Chalchihuites,23.4833,-103.8833,283.83,45,1,2.31,MX,1637212793
Salalah,17.0151,54.0924,300.2,36,0,1.03,OM,1637212793
Bambey,14.6955,-16.4493,297.58,79,92,2.87,SN,1637212793
Ust-Maya,60.4167,134.5333,250.83,93,89,0.7,RU,1637212794
Chicama,-7.8447,-79.1469,290.9,86,100,1.62,PE,1637212794
Sciacca,37.5082,13.0881,288.17,83,13,0.53,IT,1637212794
Halifax,44.6453,-63.5724,275.15,86,64,1.03,CA,1637212795
Okato,-39.2,173.8833,289.5,67,1,5.34,NZ,1637212795
Cassilândia,-19.1133,-51.7342,294.21,99,100,0.83,BR,1637212795
North Bend,43.4065,-124.2243,281.4,92,20,4.12,US,1637212796
Petra,30.3222,35.4793,285.16,82,0,0.96,JO,1637212796
Provideniya,64.3833,-173.3,262.21,62,75,6.0,RU,1637212797
Sinop Province,41.7711,34.8709,278.54,59,67,1.26,TR,1637212797
Bud,39.447,-86.1758,281.14,96,100,5.18,US,1637212797
Alexandria,31.2156,29.9553,293.97,67,46,4.38,EG,1637212798
Taltal,-25.4,-70.4833,288.47,78,2,0.83,CL,1637212798
Kalmunai,7.4167,81.8167,300.43,79,100,0.31,LK,1637212798
Kamwenge,0.1866,30.4539,290.46,96,94,0.22,UG,1637212799
Mastic Beach,40.7668,-72.8521,288.25,89,20,0.45,US,1637212799
Lodeynoye Pole,60.726,33.5531,274.76,93,100,3.91,RU,1637212799
Seymchan,62.8833,152.4333,257.26,95,100,2.38,RU,1637212800
Severo-Kuril'sk,50.6789,156.125,274.06,62,48,5.65,RU,1637212800
Bismil,37.8486,40.6658,282.94,45,47,0.72,TR,1637212801
Gigmoto,13.7796,124.39,298.84,92,100,1.52,PH,1637212801
Acapulco de Juárez,16.8634,-99.8901,297.83,82,95,1.61,MX,1637212520
Boa Vista,2.8197,-60.6733,300.14,69,20,3.09,BR,1637212802
Ancud,-41.8697,-73.8203,283.39,87,77,1.76,CL,1637212802
Luanda,-8.8368,13.2343,296.95,88,93,1.63,AO,1637212510
Belmonte,-15.8631,-38.8828,295.43,89,92,1.03,BR,1637212802
Marsá Maţrūḩ,31.3525,27.2453,291.64,78,51,2.39,EG,1637212803
Santarém,-2.4431,-54.7083,297.22,100,75,2.06,BR,1637212522
Ketchikan,55.3422,-131.6461,278.41,87,90,3.6,US,1637212803
Namanga,-2.5433,36.7905,293.06,73,100,3.85,KE,1637212804
Lompoc,34.6391,-120.4579,287.0,88,1,0.0,US,1637212804
Dillon,34.4166,-79.3712,288.42,92,0,2.93,US,1637212805
Banda Aceh,5.5577,95.3222,301.73,66,100,1.22,ID,1637212805
Torres,-29.3353,-49.7269,291.39,92,100,3.13,BR,1637212805
Umluj,25.0213,37.2685,299.87,39,4,5.32,SA,1637212806
Tazovsky,67.4667,78.7,257.32,95,100,5.1,RU,1637212806
Vanavara,60.34,102.2797,256.94,80,64,1.7,RU,1637212806
Samarai,-10.6167,150.6667,302.39,72,46,4.67,PG,1637212807
Suntar,62.1444,117.6319,256.27,93,81,0.83,RU,1637212807
Jiaocheng,24.6774,116.1389,298.16,46,46,1.78,CN,1637212807
Iralaya,15.0,-83.2333,298.58,86,100,4.35,HN,1637212695
Thompson,55.7435,-97.8558,265.24,86,90,4.12,CA,1637212808
Ayan,56.45,138.1667,264.36,63,67,5.17,RU,1637212808
Longyearbyen,78.2186,15.6401,269.06,68,40,11.32,SJ,1637212809
Chernyshevskiy,63.0128,112.4714,253.94,94,75,0.29,RU,1637212809
Tondano,1.3038,124.9112,301.2,75,100,0.65,ID,1637212809
Aklavik,68.2191,-135.0107,254.55,91,100,9.34,CA,1637212810
Kapuskasing,49.4169,-82.4331,273.2,100,75,4.12,CA,1637212810
Praia da Vitória,38.7333,-27.0667,291.9,77,40,5.84,PT,1637212810
Sabang,5.8933,95.3214,300.17,72,100,1.07,ID,1637212811
High Level,58.5169,-117.136,263.21,92,90,1.54,CA,1637212811
Mbanza-Ngungu,-5.25,14.8667,291.97,98,70,0.82,CD,1637212811
Lebu,-37.6167,-73.65,286.39,77,90,5.79,CL,1637212812
Pandaria,22.2333,81.4167,299.82,48,80,1.65,IN,1637212812
Mossamedes,-15.1961,12.1522,294.12,85,93,2.13,AO,1637212812
Hīt,33.6416,42.8251,290.8,43,21,2.49,IQ,1637212813
Othaya,-0.5652,36.9609,291.08,84,90,0.83,KE,1637212813
Poconé,-16.2567,-56.6228,295.17,99,100,1.66,BR,1637212813
Mnogovershinnyy,53.9353,139.9242,266.41,80,90,1.7,RU,1637212814
